date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:00:22	115178/115178	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/img/png-images/9.png	C:/My%20Web%20Sites/synto/website/build/assets/img/png-images/9.png	(from https://website/todo)
04:00:22	961/961	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/todo-64005de2.js	C:/My%20Web%20Sites/synto/website/build/assets/todo-64005de2.js	(from https://website/todo)
04:00:22	661/661	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/libs/js-treeview/treeview.min.css	C:/My%20Web%20Sites/synto/website/build/assets/libs/js-treeview/treeview.min.css	(from https://website/treeview)
04:00:23	3412/3412	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/libs/js-treeview/treeview.min.js	C:/My%20Web%20Sites/synto/website/build/assets/libs/js-treeview/treeview.min.js	(from https://website/treeview)
04:00:23	919/919	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/treeview-42b62200.js	C:/My%20Web%20Sites/synto/website/build/assets/treeview-42b62200.js	(from https://website/treeview)
04:00:24	32617/32617	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/libs/jsvectormap/js/jsvectormap.min.js	C:/My%20Web%20Sites/synto/website/build/assets/libs/jsvectormap/js/jsvectormap.min.js	(from https://website/vector-maps)
04:00:24	130200/130200	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/us-merc-en-c625dc67.js	C:/My%20Web%20Sites/synto/website/build/assets/us-merc-en-c625dc67.js	(from https://website/vector-maps)
04:00:25	103490/103490	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/libs/jsvectormap/maps/world-merc.js	C:/My%20Web%20Sites/synto/website/build/assets/libs/jsvectormap/maps/world-merc.js	(from https://website/vector-maps)
04:00:26	75323/75323	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/spain-671bcdb2.js	C:/My%20Web%20Sites/synto/website/build/assets/spain-671bcdb2.js	(from https://website/vector-maps)
04:00:26	178970/178970	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/russia-891839f5.js	C:/My%20Web%20Sites/synto/website/build/assets/russia-891839f5.js	(from https://website/vector-maps)
04:00:26	2672/2672	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/jsvectormap-a4aeccc1.js	C:/My%20Web%20Sites/synto/website/build/assets/jsvectormap-a4aeccc1.js	(from https://website/vector-maps)
